,RG Description,RG Descr,REQ Description,REQ Descr,LINE Description,LINE Descr,Course ID,Subject,Catalog
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",005464,GEOG,5240
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",005484,GEOG,5250
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",005459,GEOG,5270
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",005475,GEOG,5370
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",062613,HIST,4556
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",060226,MGMT,3185
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",062613,HIST,5556
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",061199,LYHS,5159
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",060225,MGMT,3183
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",002160,PH,4180
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",002436,RTNL,2120
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",061199,RTNL,4159
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",002481,RTNL,4510
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",002451,RTNL,4553
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Category C - Cognates,"1 Course Required. No more than 3 units from Internship BIOL 3179, GEOG 3179, EARTHSCI 3430, LYHS 4095, HPE 4768 applied to major. (LN-030)",002451,RTNL,5553
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004655,BIOL,4105
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",061043,BIOL,4108
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004703,BIOL,4167
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004716,BIOL,4180
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004655,BIOL,5105
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",061043,BIOL,5108
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004703,BIOL,5167
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004716,BIOL,5180
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004706,BIOL,3170
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004697,BIOL,4157
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004701,BIOL,4164
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004697,BIOL,5157
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004701,BIOL,5164
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",062547,GEOG,4310
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005476,GEOG,4320
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",062547,GEOG,5310
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005476,GEOG,5320
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004715,BIOL,3179
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004820,EARTHSCI,1200
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",004870,EARTHSCI,3430
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",003743,ENGLISH,4785
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",003743,ENGLISH,5785
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005417,GEOG,2210
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005444,GEOG,4220
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005453,GEOG,2240
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005479,GEOG,3179
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005424,GEOG,3220
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005464,GEOG,4240
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005484,GEOG,4250
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005459,GEOG,4270
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005475,GEOG,4370
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005444,GEOG,5220
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005464,GEOG,5240
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005484,GEOG,5250
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005459,GEOG,5270
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",005475,GEOG,5370
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",060225,MGMT,3183
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",062613,HIST,4556
ADVSR,ENVIRONMENTAL RESOURCE MANAGEMENT BA - ECOSYSTEMS (2024-present) 97LBA,62-63 Units Required (RG-62003),ELECTIVES,"Choose at least 1 course from each category: A, B, and C. 20 Units Required (RQ-64615)",Electives,"9-11 Units from Category A, B, or C above that have not already been taken to fulfill Category A, B, or C. (LN-040)",062613,HIST,5556
